"id_pedido","dt_pedido","id_cliente","id_loja"
553,2022-07-11,11,1
554,2022-07-12,64,1
555,2022-07-19,24,1
556,2022-07-05,51,1
557,2022-06-25,89,1
558,2022-07-11,35,2
559,2022-07-10,26,2
560,2022-06-29,17,3
561,2022-06-25,18,2
562,2022-06-27,19,1
563,2022-07-01,67,2
564,2022-06-29,32,1
565,2022-07-11,60,2
566,2022-07-12,65,3
567,2022-07-19,50,1
568,2022-07-15,64,2
569,2022-07-07,70,1
570,2022-07-16,77,2
571,2022-07-17,22,1
572,2022-07-12,51,3
573,2022-07-08,39,2
574,2022-07-18,13,1
575,2022-07-17,16,1
576,2022-06-24,69,2
577,2022-06-23,43,1
578,2022-06-26,53,3
579,2022-07-17,57,2
580,2022-07-16,93,3
581,2022-06-26,79,2
582,2022-07-06,3,1
583,2022-07-04,64,3
584,2022-06-23,88,1
585,2022-06-28,90,1
586,2022-07-11,59,3
587,2022-06-26,11,1
588,2022-07-04,75,3
589,2022-07-08,90,1
590,2022-07-19,41,3
591,2022-06-23,92,3
592,2022-07-16,52,2
593,2022-07-12,7,2
594,2022-07-15,91,1
595,2022-07-13,1,2
596,2022-07-11,18,3
597,2022-06-29,78,2
598,2022-06-25,39,3
599,2022-07-06,75,1
600,2022-07-17,16,1
601,2022-06-30,30,3
602,2022-06-22,29,3
603,2022-06-20,31,3
604,2022-06-19,1,3
605,2022-06-20,21,3
606,2022-07-15,20,1
607,2022-07-05,46,1
608,2022-06-24,75,1
609,2022-07-08,17,1
610,2022-07-06,65,1
611,2022-07-07,80,1
612,2022-07-02,76,2
613,2022-07-01,41,3
614,2022-07-09,6,2
615,2022-06-29,42,3
616,2022-07-08,57,1
617,2022-06-22,25,1
618,2022-07-10,88,3
619,2022-06-21,81,2
620,2022-07-17,19,3
621,2022-07-10,13,3
622,2022-07-16,68,1
623,2022-06-26,92,1
624,2022-07-03,25,1
625,2022-06-21,45,3
626,2022-07-04,42,2
627,2022-07-12,39,1
628,2022-07-16,46,3
629,2022-07-07,34,3
630,2022-06-25,99,3
631,2022-07-16,89,1
632,2022-07-05,68,1
633,2022-07-03,40,2
634,2022-06-25,100,1
635,2022-06-30,75,2
636,2022-07-10,94,3
637,2022-07-19,60,3
638,2022-07-01,98,1
639,2022-07-14,22,1
640,2022-06-28,66,2
641,2022-06-27,41,3
642,2022-06-25,86,1
643,2022-06-28,22,2
644,2022-06-20,43,1
645,2022-07-14,7,1
646,2022-07-14,31,3
647,2022-07-08,2,1
648,2022-07-09,91,2
649,2022-07-01,55,3
650,2022-06-29,40,1
651,2022-06-19,52,1
652,2022-06-28,45,3
653,2022-07-17,25,3
654,2022-06-27,31,3
655,2022-06-20,59,2
656,2022-07-09,61,2
657,2022-07-11,32,3
658,2022-07-12,57,3
659,2022-07-11,87,1
660,2022-07-11,93,2
661,2022-06-23,14,3
662,2022-07-18,84,2
663,2022-07-12,13,2
664,2022-06-19,43,3
665,2022-07-15,99,2
666,2022-07-03,37,2
667,2022-07-06,63,2
668,2022-07-14,63,2
669,2022-07-17,71,2
670,2022-06-21,50,3
671,2022-07-09,99,2
672,2022-07-09,32,3
673,2022-07-16,72,1
674,2022-06-26,2,2
675,2022-07-08,7,2
676,2022-07-13,92,2
677,2022-07-17,94,1
678,2022-07-08,62,3
679,2022-07-16,7,1
680,2022-07-02,15,3
681,2022-07-02,29,1
682,2022-07-13,68,2
683,2022-06-27,17,2
684,2022-07-06,8,2
685,2022-07-07,92,3
686,2022-07-08,74,2
687,2022-07-16,24,3
688,2022-07-06,93,3
689,2022-06-21,29,1
690,2022-07-14,32,3
691,2022-06-23,43,3
692,2022-07-01,97,2
693,2022-07-10,53,2
694,2022-07-04,82,1
695,2022-07-04,85,1
696,2022-06-25,18,3
697,2022-06-25,53,2
698,2022-07-13,87,2
699,2022-07-11,44,2
700,2022-07-17,36,1
701,2022-06-29,96,1
702,2022-06-25,98,2
703,2022-06-22,5,2
704,2022-06-27,45,3
705,2022-07-14,9,3
706,2022-06-30,45,3
707,2022-07-06,32,2
708,2022-06-23,48,1
709,2022-07-13,95,2
710,2022-06-20,38,1
711,2022-06-28,19,3
712,2022-07-10,100,2
713,2022-07-05,14,1
714,2022-06-20,60,3
715,2022-06-19,88,2
716,2022-07-10,27,1
717,2022-07-01,79,3
718,2022-07-15,45,1
719,2022-07-14,4,1
720,2022-06-20,47,3
721,2022-07-18,66,3
722,2022-07-10,82,3
723,2022-07-15,53,2
724,2022-07-09,72,2
725,2022-06-20,62,2
726,2022-07-19,45,2
727,2022-07-03,9,1
728,2022-07-02,15,2
729,2022-07-12,73,1
730,2022-06-20,99,2
731,2022-07-15,83,2
732,2022-06-23,2,3
733,2022-07-10,51,1
734,2022-07-04,43,1
735,2022-07-11,10,2
736,2022-07-07,42,3
737,2022-06-25,53,1
738,2022-07-18,16,2
739,2022-07-02,39,2
740,2022-06-24,63,2
741,2022-06-19,41,1
742,2022-07-11,95,2
743,2022-06-25,97,1
744,2022-06-19,40,2
745,2022-07-01,20,2
746,2022-07-16,42,2
747,2022-07-04,77,3
748,2022-06-22,25,3
749,2022-07-08,39,2
750,2022-07-12,65,2
751,2022-07-16,89,2
752,2022-07-02,70,3
753,2022-07-06,62,3
754,2022-06-22,87,3
755,2022-06-25,80,2
756,2022-06-23,58,1
757,2022-07-15,74,3
758,2022-06-28,88,2
759,2022-07-17,37,2
760,2022-07-06,94,3
761,2022-06-20,97,3
762,2022-06-22,10,2
763,2022-07-09,37,1
764,2022-06-27,53,3
765,2022-07-08,91,1
766,2022-07-11,12,2
767,2022-06-20,100,2
768,2022-07-03,18,1
769,2022-07-19,38,2
770,2022-07-06,14,2
771,2022-07-08,44,1
772,2022-07-06,35,3
773,2022-06-19,31,3
774,2022-07-15,56,3
775,2022-07-16,57,3
776,2022-07-17,96,3
777,2022-07-06,42,3
778,2022-06-19,43,1
779,2022-07-17,98,2
780,2022-07-16,1,1
781,2022-06-30,59,2
782,2022-07-17,84,1
783,2022-07-19,95,2
784,2022-06-29,9,2
785,2022-07-10,52,1
786,2022-06-23,29,2
787,2022-06-30,46,2
788,2022-07-14,29,2
789,2022-07-17,26,2
790,2022-07-08,63,3
791,2022-07-04,4,1
792,2022-06-23,9,3
793,2022-07-01,20,2
794,2022-07-18,17,2
795,2022-07-10,52,1
796,2022-07-09,15,3
797,2022-06-26,76,3
798,2022-07-12,42,1
799,2022-07-06,35,2
800,2022-07-03,68,1
801,2022-06-20,40,1
802,2022-07-06,33,2
803,2022-06-24,80,2
804,2022-07-08,98,3
805,2022-07-15,79,1
806,2022-07-07,41,3
807,2022-07-08,100,2
808,2022-06-27,62,3
809,2022-06-25,57,1
810,2022-07-15,56,2
811,2022-07-16,35,2
812,2022-07-13,85,2
813,2022-07-12,69,2
814,2022-06-29,90,3
815,2022-07-02,26,2
816,2022-07-05,74,1
817,2022-07-04,53,3
818,2022-07-12,75,1
819,2022-07-12,47,1
820,2022-06-28,58,3
821,2022-06-19,98,1
822,2022-06-19,97,1
823,2022-07-12,41,2
824,2022-06-19,83,3
825,2022-06-21,99,1
826,2022-07-04,29,3
827,2022-06-19,95,1
828,2022-07-12,11,3
829,2022-07-17,66,1
830,2022-07-10,80,3
831,2022-07-07,36,2
832,2022-07-12,71,3
833,2022-06-20,47,3
834,2022-06-21,72,1
835,2022-07-07,13,1
836,2022-07-10,7,3
837,2022-07-16,70,2
838,2022-07-15,84,1
839,2022-07-11,63,2
840,2022-06-20,64,3
841,2022-07-05,68,3
842,2022-07-16,100,2
843,2022-06-29,85,1
844,2022-07-18,89,3
845,2022-06-26,88,1
846,2022-06-28,98,1
847,2022-06-24,46,1
848,2022-07-11,52,1
849,2022-07-18,75,1
850,2022-06-23,20,2
851,2022-07-08,70,1
852,2022-06-26,12,3
853,2022-06-29,42,3
854,2022-06-27,21,1
855,2022-06-25,34,1
856,2022-07-16,8,3
857,2022-06-29,8,1
858,2022-07-19,37,3
859,2022-07-02,49,1
860,2022-07-14,12,1
861,2022-06-23,54,1
862,2022-06-30,36,1
863,2022-07-13,84,3
864,2022-07-11,5,2
865,2022-07-18,64,3
866,2022-07-03,10,2
867,2022-07-06,69,3
868,2022-06-20,94,2
869,2022-07-14,39,1
870,2022-07-10,16,3
871,2022-07-08,35,2
872,2022-07-09,48,2
873,2022-06-27,6,1
874,2022-06-21,64,1
875,2022-07-08,54,3
876,2022-07-10,64,2
877,2022-07-15,65,2
878,2022-06-30,96,2
879,2022-07-03,17,3
880,2022-06-21,9,3
881,2022-07-02,13,3
882,2022-07-10,8,3
883,2022-07-18,18,2
884,2022-06-28,36,3
885,2022-07-09,23,3
886,2022-07-05,98,2
887,2022-06-27,8,3
888,2022-06-22,93,3
889,2022-07-19,30,3
890,2022-07-13,10,3
891,2022-07-04,21,3
892,2022-07-01,17,2
893,2022-07-12,52,1
894,2022-07-01,21,2
895,2022-07-09,81,3
896,2022-07-19,25,1
897,2022-06-26,81,1
898,2022-07-13,61,1
899,2022-07-11,13,1
900,2022-07-07,9,2
901,2022-07-17,77,1
902,2022-07-15,16,1
903,2022-06-19,75,1
904,2022-07-09,40,2
905,2022-06-20,23,2
906,2022-07-04,67,1
907,2022-07-09,13,2
908,2022-06-20,82,3
909,2022-06-21,100,2
910,2022-06-28,62,2
911,2022-07-15,46,1
912,2022-07-10,47,1
913,2022-07-08,9,2
914,2022-07-05,24,1
915,2022-07-06,99,2
916,2022-06-25,100,3
917,2022-06-20,15,2
918,2022-07-09,15,2
919,2022-06-21,79,3
920,2022-06-19,47,2
921,2022-07-09,2,3
922,2022-07-03,10,3
923,2022-07-01,61,1
924,2022-07-10,81,2
925,2022-07-14,40,3
926,2022-07-12,49,3
927,2022-06-29,91,2
928,2022-07-06,31,1
929,2022-06-23,6,1
930,2022-07-05,42,2
931,2022-07-12,37,3
932,2022-07-18,7,3
933,2022-06-19,31,3
934,2022-06-27,75,3
935,2022-07-14,19,3
936,2022-06-24,19,2
937,2022-07-06,34,2
938,2022-07-14,84,2
939,2022-07-19,82,1
940,2022-06-25,6,3
941,2022-06-24,94,3
942,2022-07-19,85,3
943,2022-07-05,53,3
944,2022-06-22,38,1
945,2022-07-03,59,3
946,2022-06-27,81,1
947,2022-07-04,19,2
948,2022-06-20,58,1
949,2022-07-15,33,3
950,2022-07-10,57,1
951,2022-06-27,50,2
952,2022-06-19,43,1
953,2022-06-27,49,3
954,2022-07-03,10,3
955,2022-07-05,14,1
956,2022-07-13,23,2
957,2022-06-24,42,2
958,2022-06-26,83,3
959,2022-06-20,29,3
960,2022-07-07,69,1
961,2022-07-08,19,1
962,2022-07-04,92,2
963,2022-07-12,21,1
964,2022-06-26,86,2
965,2022-06-24,65,3
966,2022-06-28,4,2
967,2022-06-29,7,1
968,2022-06-25,35,1
969,2022-07-10,12,2
970,2022-07-05,18,1
971,2022-07-01,57,1
972,2022-07-13,43,2
973,2022-06-19,44,3
974,2022-07-14,39,1
975,2022-07-01,61,1
976,2022-07-07,99,2
977,2022-07-09,56,1
978,2022-07-14,27,3
979,2022-07-06,17,1
980,2022-07-16,44,1
981,2022-07-05,29,1
982,2022-06-25,45,3
983,2022-07-15,47,3
984,2022-06-23,53,2
985,2022-07-16,53,1
986,2022-06-19,42,2
987,2022-07-10,14,2
988,2022-06-25,12,3
989,2022-06-28,64,2
990,2022-07-03,87,1
991,2022-07-02,12,1
992,2022-07-08,97,2
993,2022-06-19,50,2
994,2022-06-21,83,1
995,2022-06-29,79,3
996,2022-07-10,49,1
997,2022-07-06,23,1
998,2022-07-11,33,1
999,2022-07-02,96,2
1000,2022-07-14,25,2
1001,2022-07-08,33,3
1002,2022-07-04,40,1
1003,2022-06-30,15,2
1004,2022-06-20,65,2
1005,2022-07-06,87,1
1006,2022-06-20,33,1
1007,2022-07-08,9,2
1008,2022-07-04,77,2
1009,2022-07-08,52,1
1010,2022-06-20,84,1
1011,2022-07-12,39,1
1012,2022-07-13,21,2
1013,2022-07-15,61,3
1014,2022-06-28,92,3
1015,2022-07-10,53,2
1016,2022-07-09,31,2
1017,2022-06-30,84,1
1018,2022-07-11,6,1
1019,2022-07-10,71,1
1020,2022-07-08,36,2
1021,2022-06-19,45,1
1022,2022-06-27,10,3
1023,2022-06-22,44,3
1024,2022-06-19,50,3
1025,2022-07-16,83,2
1026,2022-07-03,76,3
1027,2022-07-10,19,3
1028,2022-06-22,77,2
1029,2022-06-22,38,1
1030,2022-07-19,48,3
1031,2022-07-05,2,3
1032,2022-06-26,5,2
1033,2022-06-22,85,3
1034,2022-07-07,82,2
1035,2022-06-26,99,2
1036,2022-07-16,19,3
1037,2022-07-10,23,3
1038,2022-07-15,85,3
1039,2022-06-22,94,3
1040,2022-06-20,45,2
1041,2022-06-19,16,3
1042,2022-06-27,36,3
1043,2022-07-09,25,3
1044,2022-07-04,94,1
1045,2022-06-23,61,1
1046,2022-06-24,57,1
1047,2022-07-10,98,1
1048,2022-07-05,71,3
1049,2022-06-24,29,2
1050,2022-07-06,21,2
1051,2022-07-13,17,3
1052,2022-07-18,51,3
1053,2022-07-15,33,2
1054,2022-06-25,1,2
1055,2022-06-23,2,3
1056,2022-07-11,31,3
1057,2022-06-20,76,2
1058,2022-07-01,3,3
1059,2022-07-14,66,1
1060,2022-07-09,8,3
1061,2022-06-21,18,2
1062,2022-06-28,65,2
1063,2022-07-06,33,2
1064,2022-07-15,94,3
1065,2022-06-27,62,1
1066,2022-07-02,98,1
1067,2022-06-24,24,1
